id,name,type,total,hp,attack,defense,sp_attack,sp_defense,speed,sprite
627,rufflet,normal flying,350,70,83,50,37,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png
628,braviary,normal flying,510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png
629,vullaby,dark flying,370,70,55,75,45,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png
630,mandibuzz,dark flying,510,110,65,105,55,95,80,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png
631,heatmor,fire,484,85,97,66,105,66,65,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png
632,durant,bug steel,484,58,109,112,48,48,109,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png
633,deino,dark dragon,300,52,65,50,45,50,38,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png
634,zweilous,dark dragon,420,72,85,70,65,70,58,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png
635,hydreigon,dark dragon,600,92,105,90,125,90,98,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png
636,larvesta,bug fire,360,55,85,55,50,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png
637,volcarona,bug fire,550,85,60,65,135,105,100,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png
638,cobalion,steel fighting,580,91,90,129,90,72,108,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png
639,terrakion,rock fighting,580,91,129,90,72,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png
640,virizion,grass fighting,580,91,90,72,90,129,108,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png
641,tornadus,flying,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png
641,tornadus,flying,580,79,100,80,110,90,121,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png
642,thundurus,electric flying,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png
642,thundurus,electric flying,580,79,105,70,145,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png
643,reshiram,dragon fire,680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png
644,zekrom,dragon electric,680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png
645,landorus,ground flying,600,89,125,90,115,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png
645,landorus,ground flying,600,89,145,90,105,80,91,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png
646,kyurem,dragon ice,660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png
646,kyurem,dragon ice,700,125,170,100,120,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png
646,kyurem,dragon ice,700,125,120,90,170,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png
647,keldeo,water fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png
647,keldeo,water fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png
648,meloetta,normal psychic,600,100,77,77,128,128,90,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png
648,meloetta,normal fighting,600,100,128,90,77,77,128,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png
649,genesect,bug steel,600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png
650,chespin,grass,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png
651,quilladin,grass,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png
652,chesnaught,grass fighting,530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png
653,fennekin,fire,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png
654,braixen,fire,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png
655,delphox,fire psychic,534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png
656,froakie,water,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png
657,frogadier,water,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png
658,greninja,water dark,530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png
658,greninja,water dark,640,72,145,67,153,71,132,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png
659,bunnelby,normal,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png
660,diggersby,normal ground,423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png
661,fletchling,normal flying,278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png
662,fletchinder,fire flying,382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png
663,talonflame,fire flying,499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png
664,scatterbug,bug,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png
665,spewpa,bug,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png
666,vivillon,bug flying,411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png
667,litleo,fire normal,369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png
668,pyroar,fire normal,507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png
669,flabébé,fairy,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png
670,floette,fairy,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png
671,florges,fairy,552,78,65,68,112,154,75,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png
672,skiddo,grass,350,66,65,48,62,57,52,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png
673,gogoat,grass,531,123,100,62,97,81,68,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png
674,pancham,fighting,348,67,82,62,46,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png
675,pangoro,fighting dark,495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png
676,furfrou,normal,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png
677,espurr,psychic,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png
678,meowstic,psychic,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png
678,meowstic,psychic,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png
679,honedge,steel ghost,325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png
680,doublade,steel ghost,448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png
681,aegislash,steel ghost,500,60,50,140,50,140,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png
681,aegislash,steel ghost,500,60,140,50,140,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png
682,spritzee,fairy,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png
683,aromatisse,fairy,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png
684,swirlix,fairy,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png
685,slurpuff,fairy,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png
686,inkay,dark psychic,288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png
687,malamar,dark psychic,482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png
688,binacle,rock water,306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png
689,barbaracle,rock water,500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png
690,skrelp,poison water,320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png
691,dragalge,poison dragon,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png
692,clauncher,water,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png
693,clawitzer,water,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png
694,helioptile,electric normal,289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png
695,heliolisk,electric normal,481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png
696,tyrunt,rock dragon,362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png
697,tyrantrum,rock dragon,521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png
698,amaura,rock ice,362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png
699,aurorus,rock ice,521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png
700,sylveon,fairy,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png
701,hawlucha,fighting flying,500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png
702,dedenne,electric fairy,431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png
703,carbink,rock fairy,500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png
704,goomy,dragon,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png
705,sliggoo,dragon,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png
706,goodra,dragon,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png
707,klefki,steel fairy,470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png
708,phantump,ghost grass,309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png
709,trevenant,ghost grass,474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png
710,pumpkaboo,ghost grass,335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png
710,pumpkaboo,ghost grass,335,44,66,70,44,55,56,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png
710,pumpkaboo,ghost grass,335,54,66,70,44,55,46,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png
710,pumpkaboo,ghost grass,335,59,66,70,44,55,41,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png
711,gourgeist,ghost grass,494,65,90,122,58,75,84,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png
711,gourgeist,ghost grass,494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png
711,gourgeist,ghost grass,494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png
711,gourgeist,ghost grass,494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png
712,bergmite,ice,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png
713,avalugg,ice,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png
714,noibat,flying dragon,245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png
715,noivern,flying dragon,535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png
716,xerneas,fairy,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png
717,yveltal,dark flying,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png
718,zygarde,dragon ground,600,108,100,121,81,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png
718,zygarde,dragon ground,486,54,100,71,61,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png
718,zygarde,dragon ground,708,216,100,121,91,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png
719,diancie,rock fairy,600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png
719,diancie,rock fairy,700,50,160,110,160,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png
720,hoopa,psychic ghost,600,80,110,60,150,130,70,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png
720,hoopa,psychic dark,680,80,160,60,170,130,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png
721,volcanion,fire water,600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png
722,rowlet,grass flying,320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png
723,dartrix,grass flying,420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png
724,decidueye,grass ghost,530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png
725,litten,fire,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png
726,torracat,fire,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png
727,incineroar,fire dark,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png
728,popplio,water,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png
729,brionne,water,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png
730,primarina,water fairy,530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png
731,pikipek,normal flying,265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png
732,trumbeak,normal flying,355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png
733,toucannon,normal flying,485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png
734,yungoos,normal,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png
735,gumshoos,normal,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png
736,grubbin,bug,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png
737,charjabug,bug electric,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png
738,vikavolt,bug electric,500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png
739,crabrawler,fighting,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png
740,crabominable,fighting ice,478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png
741,oricorio,fire flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png
741,oricorio,electric flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png
741,oricorio,psychic flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png
741,oricorio,ghost flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png
742,cutiefly,bug fairy,304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png
743,ribombee,bug fairy,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png
744,rockruff,rock,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png
744,rockruff,rock,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png
745,lycanroc,rock,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png
745,lycanroc,rock,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png
745,lycanroc,rock,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png
746,wishiwashi,water,175,45,20,20,25,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png
746,wishiwashi,water,620,45,140,130,140,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png
747,mareanie,poison water,305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png
748,toxapex,poison water,495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png
749,mudbray,ground,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png
750,mudsdale,ground,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png
751,dewpider,water bug,269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png
752,araquanid,water bug,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png
753,fomantis,grass,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png
754,lurantis,grass,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png
755,morelull,grass fairy,285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png
756,shiinotic,grass fairy,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png
757,salandit,poison fire,320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png
758,salazzle,poison fire,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png
759,stufful,normal fighting,340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png
760,bewear,normal fighting,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png
761,bounsweet,grass,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png
762,steenee,grass,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png
763,tsareena,grass,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png
764,comfey,fairy,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png
765,oranguru,normal psychic,490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png
766,passimian,fighting,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png
767,wimpod,bug water,230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png
768,golisopod,bug water,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png
769,sandygast,ghost ground,320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png
770,palossand,ghost ground,480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png
771,pyukumuku,water,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png
772,type: null,normal,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png
773,silvally,normal,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png
774,minior,rock flying,440,60,60,100,60,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png
774,minior,rock flying,500,60,100,60,100,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png
775,komala,normal,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png
776,turtonator,fire dragon,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png
777,togedemaru,electric steel,435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png
778,mimikyu,ghost fairy,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png
779,bruxish,water psychic,475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
780,drampa,normal dragon,485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
781,dhelmise,ghost grass,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
782,jangmo-o,dragon,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
783,hakamo-o,dragon fighting,420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
784,kommo-o,dragon fighting,600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
785,tapu koko,electric fairy,570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
786,tapu lele,psychic fairy,570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
787,tapu bulu,grass fairy,570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
788,tapu fini,water fairy,570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
789,cosmog,psychic,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
790,cosmoem,psychic,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
791,solgaleo,psychic steel,680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
792,lunala,psychic ghost,680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
793,nihilego,rock poison,570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
794,buzzwole,bug fighting,570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
795,pheromosa,bug fighting,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
796,xurkitree,electric,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
797,celesteela,steel flying,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
798,kartana,grass steel,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
799,guzzlord,dark dragon,570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
800,necrozma,psychic,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
800,necrozma,psychic steel,680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png
800,necrozma,psychic ghost,680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png
800,necrozma,psychic dragon,754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png
801,magearna,steel fairy,600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
802,marshadow,fighting ghost,600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
803,poipole,poison,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
804,naganadel,poison dragon,540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
805,stakataka,rock steel,570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
806,blacephalon,fire ghost,570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
807,zeraora,electric,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
808,meltan,steel,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
809,melmetal,steel,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
810,grookey,grass,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
811,thwackey,grass,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
812,rillaboom,grass,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
813,scorbunny,fire,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
814,raboot,fire,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
815,cinderace,fire,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
816,sobble,water,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
817,drizzile,water,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
818,inteleon,water,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
819,skwovet,normal,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
820,greedent,normal,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
821,rookidee,flying,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
822,corvisquire,flying,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
823,corviknight,flying steel,495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
824,blipbug,bug,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
825,dottler,bug psychic,335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
826,orbeetle,bug psychic,505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
827,nickit,dark,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
828,thievul,dark,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
829,gossifleur,grass,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
830,eldegoss,grass,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
831,wooloo,normal,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
832,dubwool,normal,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
833,chewtle,water,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
834,drednaw,water rock,485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
