,#,Name,Type1,Type2,Total,HP,Attack,Defense,Sp.Attack,Sp.Defence,Speed,Sprite,URL
622,529,Drilbur,Ground,,328,60,85,40,30,45,68,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,drilbur
623,530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,excadrill
624,531,Audino,Normal,,445,103,60,86,60,86,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,audino
625,531,Audino,Normal,Fairy,545,103,60,126,80,126,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,audino
626,532,Timburr,Fighting,,305,75,80,55,25,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,timburr
627,533,Gurdurr,Fighting,,405,85,105,85,40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,gurdurr
628,534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,conkeldurr
629,535,Tympole,Water,,294,50,50,40,50,40,64,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,tympole
630,536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,palpitoad
631,537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,seismitoad
632,538,Throh,Fighting,,465,120,100,85,30,85,45,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,throh
633,539,Sawk,Fighting,,465,75,125,75,30,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,sawk
634,540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,sewaddle
635,541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,swadloon
636,542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,leavanny
637,543,Venipede,Bug,Poison,260,30,45,59,30,39,57,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,venipede
638,544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,whirlipede
639,545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,scolipede
640,546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,cottonee
641,547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,whimsicott
642,548,Petilil,Grass,,280,45,35,50,70,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,petilil
643,549,Lilligant,Grass,,480,70,60,75,110,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,lilligant
644,550,Basculin,Water,,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,basculin
645,550,Basculin,Water,,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,basculin
646,551,Sandile,Ground,Dark,292,50,72,35,35,35,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,sandile
647,552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,krokorok
648,553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,krookodile
649,554,Darumaka,Fire,,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,darumaka
650,554,Darumaka,Ice,,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,darumaka
651,555,Darmanitan,Fire,,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,darmanitan
652,555,Darmanitan,Fire,Psychic,540,105,30,105,140,105,55,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,darmanitan
653,555,Darmanitan,Ice,,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,darmanitan
654,555,Darmanitan,Ice,Fire,540,105,160,55,30,55,135,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,darmanitan
655,556,Maractus,Grass,,461,75,86,67,106,67,60,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,maractus
656,557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,dwebble
657,558,Crustle,Bug,Rock,485,70,105,125,65,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,crustle
658,559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,scraggy
659,560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,scrafty
660,561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,sigilyph
661,562,Yamask,Ghost,,303,38,30,85,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,yamask
662,562,Yamask,Ground,Ghost,303,38,55,85,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,yamask
663,563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,cofagrigus
664,564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,tirtouga
665,565,Carracosta,Water,Rock,495,74,108,133,83,65,32,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,carracosta
666,566,Archen,Rock,Flying,401,55,112,45,74,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,archen
667,567,Archeops,Rock,Flying,567,75,140,65,112,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,archeops
668,568,Trubbish,Poison,,329,50,50,62,40,62,65,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,trubbish
669,569,Garbodor,Poison,,474,80,95,82,60,82,75,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,garbodor
670,570,Zorua,Dark,,330,40,65,40,80,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,zorua
671,571,Zoroark,Dark,,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,zoroark
672,572,Minccino,Normal,,300,55,50,40,40,40,75,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,minccino
673,573,Cinccino,Normal,,470,75,95,60,65,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,cinccino
674,574,Gothita,Psychic,,290,45,30,50,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,gothita
675,575,Gothorita,Psychic,,390,60,45,70,75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,gothorita
676,576,Gothitelle,Psychic,,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,gothitelle
677,577,Solosis,Psychic,,290,45,30,40,105,50,20,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,solosis
678,578,Duosion,Psychic,,370,65,40,50,125,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,duosion
679,579,Reuniclus,Psychic,,490,110,65,75,125,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,reuniclus
680,580,Ducklett,Water,Flying,305,62,44,50,44,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,ducklett
681,581,Swanna,Water,Flying,473,75,87,63,87,63,98,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,swanna
682,582,Vanillite,Ice,,305,36,50,50,65,60,44,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,vanillite
683,583,Vanillish,Ice,,395,51,65,65,80,75,59,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,vanillish
684,584,Vanilluxe,Ice,,535,71,95,85,110,95,79,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,vanilluxe
685,585,Deerling,Normal,Grass,335,60,60,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,deerling
686,586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,sawsbuck
687,587,Emolga,Electric,Flying,428,55,75,60,75,60,103,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,emolga
688,588,Karrablast,Bug,,315,50,75,45,40,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,karrablast
689,589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,escavalier
690,590,Foongus,Grass,Poison,294,69,55,45,55,55,15,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,foongus
691,591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,amoonguss
692,592,Frillish,Water,Ghost,335,55,40,50,65,85,40,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,frillish
693,593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,jellicent
694,594,Alomomola,Water,,470,165,75,80,40,45,65,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,alomomola
695,595,Joltik,Bug,Electric,319,50,47,50,57,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,joltik
696,596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,galvantula
697,597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,ferroseed
698,598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,ferrothorn
699,599,Klink,Steel,,300,40,55,70,45,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,klink
700,600,Klang,Steel,,440,60,80,95,70,85,50,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,klang
701,601,Klinklang,Steel,,520,60,100,115,70,85,90,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,klinklang
702,602,Tynamo,Electric,,275,35,55,40,45,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,tynamo
703,603,Eelektrik,Electric,,405,65,85,70,75,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,eelektrik
704,604,Eelektross,Electric,,515,85,115,80,105,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,eelektross
705,605,Elgyem,Psychic,,335,55,55,55,85,55,30,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,elgyem
706,606,Beheeyem,Psychic,,485,75,75,75,125,95,40,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,beheeyem
707,607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,litwick
708,608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,lampent
709,609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,chandelure
710,610,Axew,Dragon,,320,46,87,60,30,40,57,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,axew
711,611,Fraxure,Dragon,,410,66,117,70,40,50,67,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,fraxure
712,612,Haxorus,Dragon,,540,76,147,90,60,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,haxorus
713,613,Cubchoo,Ice,,305,55,70,40,60,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,cubchoo
714,614,Beartic,Ice,,505,95,130,80,70,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,beartic
715,615,Cryogonal,Ice,,515,80,50,50,95,135,105,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,cryogonal
716,616,Shelmet,Bug,,305,50,40,85,40,65,25,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,shelmet
717,617,Accelgor,Bug,,495,80,70,40,100,60,145,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,accelgor
718,618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,stunfisk
719,618,Stunfisk,Ground,Steel,471,109,81,99,66,84,32,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,stunfisk
720,619,Mienfoo,Fighting,,350,45,85,50,55,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,mienfoo
721,620,Mienshao,Fighting,,510,65,125,60,95,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,mienshao
722,621,Druddigon,Dragon,,485,77,120,90,60,90,48,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,druddigon
723,622,Golett,Ground,Ghost,303,59,74,50,35,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,golett
724,623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,golurk
725,624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,pawniard
726,625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,bisharp
727,626,Bouffalant,Normal,,490,95,110,95,40,95,55,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,bouffalant
728,627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,rufflet
729,628,Braviary,Normal,Flying,510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,braviary
730,629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,vullaby
731,630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,mandibuzz
732,631,Heatmor,Fire,,484,85,97,66,105,66,65,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,heatmor
733,632,Durant,Bug,Steel,484,58,109,112,48,48,109,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,durant
734,633,Deino,Dark,Dragon,300,52,65,50,45,50,38,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,deino
735,634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,zweilous
736,635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,hydreigon
737,636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,larvesta
738,637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,volcarona
739,638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,cobalion
740,639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,terrakion
741,640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,virizion
742,641,Tornadus,Flying,,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,tornadus
743,641,Tornadus,Flying,,580,79,100,80,110,90,121,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,tornadus
744,642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,thundurus
745,642,Thundurus,Electric,Flying,580,79,105,70,145,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,thundurus
746,643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,reshiram
747,644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,zekrom
748,645,Landorus,Ground,Flying,600,89,125,90,115,80,101,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png,landorus
749,645,Landorus,Ground,Flying,600,89,145,90,105,80,91,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png,landorus
750,646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,kyurem
751,646,Kyurem,Dragon,Ice,700,125,170,100,120,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png,kyurem
752,646,Kyurem,Dragon,Ice,700,125,120,90,170,100,95,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png,kyurem
753,647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png,keldeo
754,647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png,keldeo
755,648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png,meloetta
756,648,Meloetta,Normal,Fighting,600,100,128,90,77,77,128,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png,meloetta
757,649,Genesect,Bug,Steel,600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,genesect
758,650,Chespin,Grass,,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,chespin
759,651,Quilladin,Grass,,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,quilladin
760,652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,chesnaught
761,653,Fennekin,Fire,,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,fennekin
762,654,Braixen,Fire,,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,braixen
763,655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,delphox
764,656,Froakie,Water,,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,froakie
765,657,Frogadier,Water,,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,frogadier
766,658,Greninja,Water,Dark,530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,greninja
767,658,Greninja,Water,Dark,640,72,145,67,153,71,132,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png,greninja
768,659,Bunnelby,Normal,,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,bunnelby
769,660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,diggersby
770,661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,fletchling
771,662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,fletchinder
772,663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,talonflame
773,664,Scatterbug,Bug,,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,scatterbug
774,665,Spewpa,Bug,,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,spewpa
775,666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,vivillon
776,667,Litleo,Fire,Normal,369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,litleo
777,668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,pyroar
778,669,Flabébé,Fairy,,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,flabebe
779,670,Floette,Fairy,,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,floette
780,671,Florges,Fairy,,552,78,65,68,112,154,75,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,florges
781,672,Skiddo,Grass,,350,66,65,48,62,57,52,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,skiddo
782,673,Gogoat,Grass,,531,123,100,62,97,81,68,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,gogoat
783,674,Pancham,Fighting,,348,67,82,62,46,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,pancham
784,675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,pangoro
785,676,Furfrou,Normal,,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,furfrou
786,677,Espurr,Psychic,,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,espurr
787,678,Meowstic,Psychic,,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,meowstic
788,678,Meowstic,Psychic,,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,meowstic
789,679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,honedge
790,680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,doublade
791,681,Aegislash,Steel,Ghost,500,60,50,140,50,140,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,aegislash
792,681,Aegislash,Steel,Ghost,500,60,140,50,140,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,aegislash
793,682,Spritzee,Fairy,,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,spritzee
794,683,Aromatisse,Fairy,,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,aromatisse
795,684,Swirlix,Fairy,,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,swirlix
796,685,Slurpuff,Fairy,,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,slurpuff
797,686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,inkay
798,687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,malamar
799,688,Binacle,Rock,Water,306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,binacle
800,689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,barbaracle
801,690,Skrelp,Poison,Water,320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,skrelp
802,691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,dragalge
803,692,Clauncher,Water,,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,clauncher
804,693,Clawitzer,Water,,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,clawitzer
805,694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,helioptile
806,695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,heliolisk
807,696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,tyrunt
808,697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,tyrantrum
809,698,Amaura,Rock,Ice,362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,amaura
810,699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,aurorus
811,700,Sylveon,Fairy,,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,sylveon
812,701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,hawlucha
813,702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,dedenne
814,703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,carbink
815,704,Goomy,Dragon,,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,goomy
816,705,Sliggoo,Dragon,,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,sliggoo
817,706,Goodra,Dragon,,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,goodra
818,707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,klefki
819,708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,phantump
820,709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,trevenant
821,710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,pumpkaboo
822,710,Pumpkaboo,Ghost,Grass,335,44,66,70,44,55,56,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,pumpkaboo
823,710,Pumpkaboo,Ghost,Grass,335,54,66,70,44,55,46,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,pumpkaboo
824,710,Pumpkaboo,Ghost,Grass,335,59,66,70,44,55,41,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,pumpkaboo
